Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Ambience,Lively,Service,Comfortablility,Privacy,Years Since Opening,City_Clean,Country,City_Tier
34000000,"welsh,thai",Noida,Near Party Hub,2007-02-09,53.0,Not Specific,61.0,1,1,1,1,1,2.0,Caffee,Arabian,2,0,3,3,3,5,10,7.0,3.0,8.0,5,7,4,7,18.480492813141684,noida,India,Tier 1
50500000,"turkish,nigerian",Pune,Near Party Hub,2009-02-25,75.33,Not Specific,74.67,1,1,1,0,1,2.0,Bar,Arabian,3,0,4,3,4,5,7,10.0,4.0,2.0,8,2,4,5,16.435318275154003,pune,India,Tier 1
10500000,"indian,irish",Ghaziabad,Near Party Hub,2007-12-08,74.28,Not Specific,63.0,1,0,1,1,1,2.0,Caffee,Arabian,3,0,6,3,5,5,8,9.0,5.0,7.0,6,4,4,8,17.65366187542779,ghaziabad,India,Tier 2
30000000,"japanese,thai",Pune,Near Party Hub,2011-09-27,90.2,Tier A Celebrity,79.4,1,1,1,0,1,2.0,Bar,Greek,2,0,7,5,4,4,6,,,6.0,7,6,4,5,13.850787132101301,pune,India,Tier 1
21000000,"chinese,salvadorian",Shahdol,Near Party Hub,2006-08-03,74.6,Tier A Celebrity,63.6,1,1,1,1,1,2.0,Bar,Greek,2,1,8,5,4,5,10,10.0,3.0,8.0,7,2,6,5,19.000684462696782,shahdol,India,Tier 3
32000000,"peruvian,cuban",Ahmedabad,Near Party Hub,2011-04-28,82.6,Tier A Celebrity,86.6,1,1,1,1,0,2.0,Bar,English,3,1,5,4,4,3,7,8.0,4.0,5.0,8,4,6,5,14.26694045174538,ahmedabad,India,Tier 1
33000000,"turkish,nigerian",Pune ,Near Business Hub,2009-05-14,74.88,Not Specific,69.88,1,0,1,1,1,2.0,Caffee,Arabian,3,0,4,3,4,3,6,8.0,4.0,2.0,6,4,6,5,16.2217659137577,pune,India,Tier 1
18000000,"chinese,salvadorian",New Delhi,Near Party Hub,2010-09-26,70.2,Tier A Celebrity,73.2,1,1,1,0,0,2.0,Bar,Greek,3,1,1,3,3,2,7,8.0,2.0,7.0,6,7,3,6,14.85284052019165,new delhi,India,Tier 1
30000000,"british,japanese",Pune,Near Business Hub,2011-08-08,81.6,Tier A Celebrity,81.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,3,4,5,5,10,10.0,4.0,5.0,8,5,7,7,13.987679671457906,pune,India,Tier 1
32500000,"algerian,belgian",Bangalore,Near Party Hub,2012-02-02,91.0,Tier A Celebrity,87.8,1,1,1,1,1,2.0,Bar,90's,4,0,6,4,4,7,5,10.0,4.0,9.0,8,8,4,10,13.500342231348391,bangalore,India,Tier 1
10000000,"irish,belgian",Pune,Near Business Hub,2011-06-01,84.0,Tier A Celebrity,87.83,1,1,1,1,1,2.0,Bar,90's,3,1,1,5,5,4,5,10.0,4.0,9.0,8,5,1,6,14.173853524982889,pune,India,Tier 1
24500000,"british,japanese",Bangalore,Near Business Hub,2011-05-02,83.0,Not Specific,87.0,0,1,1,1,1,2.0,Bar,Arabian,3,1,6,6,5,2,7,9.0,5.0,9.0,9,5,1,8,14.255989048596852,bangalore,India,Tier 1
20000000,"welsh,thai",Chennai,Near Party Hub,2011-05-23,,Not Specific,75.5,1,1,1,0,1,2.0,Bar,90's,2,0,10,3,3,2,10,8.0,3.0,5.0,3,5,6,2,14.198494182067078,chennai,India,Tier 1
60500000,"tibetan,greek",Bangalore,Near Party Hub,2007-03-31,58.0,Tier A Celebrity,69.0,0,1,1,1,1,2.0,Bar,90's,3,0,6,5,5,5,6,10.0,4.0,1.0,8,4,4,4,18.34360027378508,bangalore,India,Tier 1
55500000,"polish,jewish",-1,Near Party Hub,2008-01-10,74.53,Not Specific,84.53,1,1,1,1,1,2.0,Bar,Arabian,2,1,10,7,5,6,7,9.0,5.0,2.0,8,5,1,6,17.56331279945243,unknown,Unknown,Other
60000000,"tibetan,greek",Hyderabad,Near Party Hub,2012-06-27,87.3,Not Specific,89.9,0,1,1,1,1,2.0,Bar,Arabian,2,1,9,5,5,7,7,10.0,6.0,7.0,8,5,0,6,13.100616016427105,hyderabad,India,Tier 1
20000000,"tibetan,greek",Noida,Near Party Hub,2010-02-10,60.0,Not Specific,62.0,1,1,0,1,1,2.0,Bar,90's,3,0,1,3,4,4,10,10.0,4.0,5.0,7,4,0,6,15.477070499657769,noida,India,Tier 1
10500000,"welsh,thai",Bangalore,Near Party Hub,2008-11-16,46.24,Not Specific,52.5,1,1,0,1,0,2.0,Caffee,Arabian,3,1,4,3,3,2,9,,,8.0,7,6,6,7,16.711841204654345,bangalore,India,Tier 1
20500000,"peruvian,cuban",Chennai,Near Party Hub,2012-03-25,60.2,Not Specific,65.0,0,1,1,1,1,2.0,Bar,90's,3,0,10,3,3,3,10,7.0,3.0,6.0,9,6,4,9,13.357973990417522,chennai,India,Tier 1
17000000,"chinese,salvadorian",New Delhi,Near Party Hub,2007-06-21,81.8,Tier A Celebrity,71.8,0,1,0,1,1,2.0,Bar,Greek,2,0,6,4,5,6,9,9.0,,3.0,6,3,4,6,18.119096509240247,new delhi,India,Tier 1
18000000,"tibetan,italian",Pune,Near Party Hub,2010-03-06,80.15,Not Specific,79.83,1,1,1,1,1,2.0,Bar,Arabian,1,1,9,4,6,4,7,9.0,5.0,7.0,6,4,5,4,15.411362080766597,pune,India,Tier 1
36000000,"hawaiian,latvian",New Delhi,Near Party Hub,2007-10-27,72.0,Tier A Celebrity,59.4,0,1,1,1,1,2.0,Bar,Greek,3,0,2,4,5,5,6,6.0,,4.0,5,5,3,8,17.76865160848734,new delhi,India,Tier 1
32000000,"indian,irish",Chennai,Near Party Hub,2010-10-30,75.6,Not Specific,74.6,1,1,1,1,1,2.0,Bar,Greek,3,0,6,4,6,7,5,9.0,5.0,6.0,6,2,7,6,14.759753593429158,chennai,India,Tier 1
65000000,"british,japanese",-1,Near Party Hub,2003-09-17,65.0,Tier A Celebrity,63.0,1,1,1,1,1,2.0,Bar,Greek,2,0,10,5,4,6,10,,3.0,8.0,8,5,3,4,21.87816563997262,unknown,Unknown,Other
37000000,"tibetan,greek",Mumbai,Near Party Hub,2005-04-15,81.0,Tier A Celebrity,77.0,1,1,1,1,1,1.0,Bar,Parsi,3,0,1,6,7,7,8,9.0,5.0,6.0,8,7,0,8,20.301163586584533,mumbai,India,Tier 1
20000000,"welsh,thai",Hyderabad,Near Party Hub,2010-04-07,90.6,Not Specific,79.3,1,1,0,1,1,2.0,Bar,Arabian,2,1,2,4,3,4,5,10.0,5.0,9.0,9,7,1,9,15.323750855578371,hyderabad,India,Tier 1
30000000,"algerian,algerian",New Delhi,Near Party Hub,2010-09-20,77.0,Tier A Celebrity,67.0,1,1,1,0,1,2.0,Bar,Arabian,1,0,1,5,4,3,7,8.0,4.0,3.0,8,4,4,5,14.869267624914443,new delhi,India,Tier 1
44000000,"tibetan,greek",Gurgaon,Near Business Hub,2008-10-10,74.4,Not Specific,69.7,1,1,0,1,1,2.0,Bar,Greek,3,0,3,4,4,4,8,9.0,,8.0,7,3,3,8,16.813141683778234,gurgaon,India,Tier 1
6500000,"british,japanese",Muvattupuzha,Near Party Hub,2011-02-28,74.0,Tier A Celebrity,84.0,0,1,1,1,0,2.0,Bar,Greek,2,0,5,6,5,4,9,7.0,4.0,4.0,8,3,3,6,14.428473648186174,muvattupuzha,India,Tier 3
18000000,"british,japanese",Noida,Near Party Hub,2010-08-27,80.6,Tier A Celebrity,74.6,0,1,1,0,1,2.0,Bar,Arabian,1,0,9,4,4,4,9,7.0,4.0,7.0,7,6,7,5,14.934976043805612,noida,India,Tier 1
18000000,"swedish,greek",Gurgaon,Near Party Hub,2008-02-01,67.0,Tier A Celebrity,65.0,0,1,1,1,1,2.0,Bar,90's,2,1,7,5,4,4,7,10.0,4.0,6.0,5,4,4,7,17.503080082135522,gurgaon,India,Tier 1
32000000,"algerian,belgian",Chennai,Near Party Hub,2010-03-02,75.0,Tier A Celebrity,67.75,1,1,1,1,1,2.0,Bar,Arabian,3,0,6,4,2,3,7,9.0,2.0,5.0,6,6,3,8,15.422313483915127,chennai,India,Tier 1
19500000,"tibetan,greek",Mumbai,Near Business Hub,2010-03-28,82.0,Tier A Celebrity,65.6,1,1,1,1,0,2.0,Bar,90's,1,0,9,4,4,4,5,10.0,4.0,3.0,8,7,6,6,15.351129363449692,mumbai,India,Tier 1
30000000,"indian,irish",Hyderabad,Near Party Hub,2010-10-15,89.0,Not Specific,92.5,1,1,1,0,1,2.0,Bar,Arabian,4,0,7,4,5,6,7,10.0,4.0,8.0,9,6,2,6,14.80082135523614,hyderabad,India,Tier 1
24000000,"welsh,thai",-1,Near Party Hub,2010-08-13,81.8,Tier A Celebrity,75.0,0,1,1,1,1,2.0,Bar,Arabian,2,0,6,5,3,5,7,9.0,6.0,4.0,5,1,6,5,14.973305954825461,unknown,Unknown,Other
30000000,"swedish,greek",-1,Near Business Hub,2010-12-13,81.0,Not Specific,66.3,1,1,1,1,1,2.0,Bar,Arabian,3,1,9,6,5,4,7,10.0,4.0,6.0,9,5,2,6,14.639288158795345,unknown,Unknown,Other
20000000,"tibetan,greek",Bangalore,Near Party Hub,2011-03-01,85.0,Not Specific,91.0,1,1,1,1,0,2.0,Bar,Greek,3,0,4,4,3,4,6,10.0,2.0,6.0,7,7,5,6,14.425735797399042,bangalore,India,Tier 1
65000000,"british,japanese",gurgaon,Near Business Hub,2011-08-27,92.6,Tier A Celebrity,94.6,1,1,1,1,1,1.0,Bar,Arabian,4,0,8,7,6,6,5,8.0,6.0,5.0,6,6,5,6,13.935660506502396,gurgaon,India,Tier 1
34500000,"welsh,thai",Navi Mumbai,Near Business Hub,2009-02-01,80.2,Tier A Celebrity,72.0,1,1,1,1,1,2.0,Bar,Greek,3,1,6,5,4,5,5,8.0,,9.0,9,7,2,7,16.501026694045173,mumbai,India,Tier 1
21500000,"japanese,thai",Chennai,Near Business Hub,2010-09-20,77.7,Not Specific,85.0,1,1,1,1,1,2.0,Bar,Arabian,3,1,5,5,5,4,7,10.0,4.0,7.0,7,5,2,6,14.869267624914443,chennai,India,Tier 1
35000000,"japanese,thai",Hyderabad,Near Party Hub,2008-06-25,80.2,Tier A Celebrity,77.6,1,1,1,1,1,1.0,Bar,Greek,3,1,5,5,5,5,5,9.0,4.0,4.0,6,6,4,6,17.10609171800137,hyderabad,India,Tier 1
31500000,"tibetan,greek",Bangalore,Near Party Hub,2011-06-17,86.8,Tier A Celebrity,63.6,1,1,1,1,1,2.0,Bar,Arabian,4,0,5,5,4,7,10,9.0,6.0,7.0,8,2,6,7,14.130047912388775,bangalore,India,Tier 1
40000000,"algerian,algerian",Noida,Near Party Hub,2009-03-29,80.6,Not Specific,67.0,1,1,1,1,1,2.0,Bar,90's,2,0,1,4,4,5,8,10.0,4.0,8.0,7,8,5,6,16.347707049965777,noida,India,Tier 1
32500000,"tibetan,greek",Pune,Near Party Hub,2008-03-28,69.6,Tier A Celebrity,68.0,1,1,1,1,1,1.0,Gastro Bar,Arabian,3,1,2,5,5,5,9,9.0,5.0,4.0,8,5,4,3,17.349760438056126,pune,India,Tier 1
32500000,"tibetan,greek",-1,Near Business Hub,2009-05-21,86.5,Not Specific,93.1,1,1,0,1,0,2.0,Bar,Arabian,3,1,10,6,6,5,6,10.0,4.0,7.0,6,4,6,5,16.202600958247775,unknown,Unknown,Other
12000000,"swedish,greek",Kolkata,Near Party Hub,2008-10-25,74.8,Tier A Celebrity,79.0,0,1,0,1,1,2.0,Bar,Greek,3,1,7,7,5,3,6,,5.0,6.0,7,5,4,4,16.772073921971252,kolkata,India,Tier 1
39500000,"british,belgian",Bangalore,Near Party Hub,2008-10-29,86.13,Not Specific,82.5,1,1,1,0,1,2.0,Bar,Arabian,2,0,9,6,5,5,9,9.0,5.0,0.0,3,1,6,4,16.761122518822724,bangalore,India,Tier 1
21500000,"chinese,salvadorian",Noida,Near Party Hub,2009-06-11,81.66,Not Specific,80.0,1,1,0,1,1,2.0,Bar,Greek,2,0,5,4,3,4,8,7.0,,9.0,5,5,4,4,16.145106091718002,noida,India,Tier 1
35000000,"swedish,greek",Hyderabad,Near Party Hub,2010-07-19,91.3,Not Specific,91.2,1,1,1,1,1,2.0,Bar,Greek,3,1,9,5,6,8,5,7.0,3.0,6.0,8,3,2,7,15.041752224503764,hyderabad,India,Tier 1
58000000,"algerian,belgian",Noida,Near Party Hub,2010-09-13,88.4,Tier A Celebrity,75.5,1,1,1,1,0,2.0,Bar,Greek,4,0,5,5,6,5,9,8.0,4.0,4.0,3,3,5,5,14.888432580424366,noida,India,Tier 1
65000000,"indian,irish",Noida,Near Party Hub,2003-08-30,75.0,Not Specific,82.5,1,1,1,0,1,1.0,Bar,Chinese,4,0,2,3,4,5,10,7.0,1.0,6.0,6,4,5,6,21.927446954141,noida,India,Tier 1
33500000,"japanese,thai",Bangalore,Near Business Hub,2011-06-09,85.0,Not Specific,95.0,1,1,1,1,1,2.0,Bar,Greek,3,1,7,4,4,6,5,8.0,4.0,8.0,8,4,0,6,14.151950718685832,bangalore,India,Tier 1
15000000,"chinese,salvadorian",Greater Noida,Near Party Hub,2012-08-16,71.1,Tier A Celebrity,64.5,1,1,1,0,1,2.0,Bar,Nature,2,0,4,5,3,3,5,7.0,,6.0,5,4,4,4,12.9637234770705,noida,India,Tier 1
38000000,"tibetan,italian",Bangalore,Near Party Hub,2010-09-06,80.4,Tier A Celebrity,92.25,0,1,1,1,1,2.0,Bar,Carbone,2,1,6,7,6,5,7,,5.0,5.0,6,8,4,7,14.907597535934292,bangalore,India,Tier 1
35000000,"british,japanese",Mangalore,Near Party Hub,2010-03-31,73.0,Tier A Celebrity,74.0,1,1,1,0,1,2.0,Bar,Nature,4,1,3,6,3,4,10,8.0,,6.0,7,5,5,5,15.342915811088295,mangalore,India,Tier 2
6000000,"welsh,thai",Kolkata,Near Party Hub,2009-03-23,73.0,Not Specific,65.0,1,1,0,1,0,2.0,Bar,Arabian,4,1,2,3,5,5,6,9.0,5.0,1.0,0,1,3,0,16.36413415468857,kolkata,India,Tier 1
10500000,"tibetan,greek",Bangalore,Near Party Hub,2011-04-22,85.72,Not Specific,91.58,1,1,1,1,0,2.0,Bar,Greek,3,0,9,4,4,4,5,7.0,,5.0,7,3,2,5,14.283367556468173,bangalore,India,Tier 1
14000000,"british,japanese",Udaipur,Near Party Hub,2010-05-04,77.2,Tier A Celebrity,71.2,1,1,1,1,1,2.0,Bar,Arabian,3,0,9,4,4,3,8,6.0,4.0,7.0,5,4,4,6,15.249828884325805,udaipur,India,Tier 3
33000000,"tibetan,italian",Bhubaneshwar,Near Party Hub,2010-06-06,89.76,Tier A Celebrity,82.0,1,1,1,1,1,1.0,Bar,Greek,3,0,10,5,5,6,10,9.0,5.0,8.0,9,5,2,8,15.159479808350445,bhubaneswar,India,Tier 2
30000000,"turkish,nigerian",New Delhi,Near Party Hub,2007-07-04,57.0,Not Specific,62.0,1,1,0,1,0,2.0,Caffee,Arabian,3,0,6,4,3,4,10,10.0,4.0,3.0,4,4,3,5,18.083504449007528,new delhi,India,Tier 1
12000000,"turkish,nigerian",Noida,Near Party Hub,2011-08-16,67.0,Not Specific,61.0,1,1,1,1,1,2.0,Bar,Greek,2,0,6,5,4,4,8,8.0,3.0,4.0,6,5,6,8,13.96577686516085,noida,India,Tier 1
25000000,"tibetan,italian",Noida,Near Party Hub,2011-09-06,77.0,Tier A Celebrity,70.0,1,1,0,0,1,2.0,Bar,Greek,2,0,7,5,5,6,7,6.0,,6.0,6,1,3,2,13.908281998631075,noida,India,Tier 1
9500000,"japanese,thai",Gurgaon,Near Party Hub,2007-05-29,58.0,Not Specific,67.0,0,1,1,1,1,2.0,Caffee,Arabian,2,0,7,4,4,3,5,8.0,4.0,7.0,4,4,6,5,18.182067077344286,gurgaon,India,Tier 1
25000000,"chinese,salvadorian",-1,Near Party Hub,2010-01-19,87.4,Tier A Celebrity,75.14,1,1,1,1,1,2.0,Bar,Greek,4,0,9,6,3,6,10,8.0,,6.0,7,6,1,7,15.537303216974674,unknown,Unknown,Other
20000000,"cuban,british",Hyderabad,Near Business Hub,2005-11-16,51.36,Not Specific,73.3,1,1,1,1,1,2.0,Bar,Arabian,2,0,2,3,3,3,7,8.0,3.0,5.0,9,7,2,8,19.71252566735113,hyderabad,India,Tier 1
38000000,"british,belgian",Bangalore,Near Business Hub,2008-06-26,83.0,Tier A Celebrity,74.4,1,1,1,1,0,2.0,Bar,90's,3,0,5,3,5,4,9,10.0,4.0,9.0,8,6,6,9,17.10335386721424,bangalore,India,Tier 1
39500000,"british,belgian",Chennai,Near Party Hub,2011-03-26,87.0,Tier A Celebrity,73.0,1,1,1,1,1,2.0,Bar,Arabian,2,0,9,6,5,7,9,9.0,5.0,5.0,7,3,1,6,14.35728952772074,chennai,India,Tier 1
33500000,"japanese,thai",Chennai,Near Party Hub,2009-03-22,75.0,Tier A Celebrity,62.8,1,1,1,1,1,2.0,Bar,Greek,2,0,4,4,5,4,6,,,8.0,8,6,3,7,16.366872005475702,chennai,India,Tier 1
28500000,"peruvian,cuban",Pune,Near Party Hub,2008-09-12,74.6,Tier A Celebrity,58.0,0,1,0,0,1,2.0,Bar,Arabian,3,0,10,7,5,5,9,10.0,4.0,7.0,10,5,5,8,16.889801505817932,pune,India,Tier 1
30000000,"tibetan,greek",Bangalore,Near Party Hub,2010-05-30,83.0,Tier A Celebrity,70.0,0,1,1,1,1,2.0,Bar,Arabian,3,0,7,3,6,6,8,9.0,6.0,5.0,7,4,4,7,15.178644763860369,bangalore,India,Tier 1
30000000,"irish,belgian",Bangalore,Near Party Hub,2011-09-09,87.0,Not Specific,81.0,1,1,1,1,1,2.0,Bar,Greek,3,0,3,5,4,5,7,6.0,4.0,8.0,6,5,0,3,13.900068446269678,bangalore,India,Tier 1
30000000,"nigerian,cajun",Trichy,Near Party Hub,2009-11-12,78.53,Not Specific,68.5,1,1,0,1,1,2.0,Bar,Greek,2,0,6,5,4,5,6,,3.0,6.0,3,7,0,1,15.723477070499658,trichy,India,Tier 2
40000000,"welsh,thai",Bangalore,Near Party Hub,2008-10-21,73.0,Tier A Celebrity,61.6,1,1,1,1,1,1.0,Bar,90's,2,0,9,5,5,7,9,9.0,5.0,6.0,8,5,5,5,16.78302532511978,bangalore,India,Tier 1
50000000,"algerian,algerian",Bangalore,Near Party Hub,2006-07-13,67.7,Not Specific,78.2,1,1,1,1,1,2.0,Bar,90's,3,0,2,5,4,4,6,10.0,4.0,8.0,8,8,4,8,19.058179329226558,bangalore,India,Tier 1
17500000,"polish,jewish",Chennai,Near Party Hub,2007-05-29,54.0,Not Specific,68.0,1,1,1,1,1,2.0,Bar,Greek,2,0,4,5,2,3,5,,3.0,7.0,5,3,2,4,18.182067077344286,chennai,India,Tier 1
24000000,"british,belgian",Secunderabad,Near Party Hub,2010-04-02,67.0,Not Specific,65.0,1,1,1,1,1,2.0,Bar,90's,2,1,8,3,3,2,9,6.0,3.0,6.0,5,4,5,4,15.33744010951403,secunderabad,India,Tier 2
32500000,"tibetan,italian",Hyderabad,Near Party Hub,2011-08-28,96.0,Tier A Celebrity,79.5,1,1,1,1,1,2.0,Bar,Arabian,5,0,8,7,6,7,8,9.0,5.0,6.0,9,6,6,6,13.932922655715263,hyderabad,India,Tier 1
13500000,"welsh,thai",Noida,Near Business Hub,2012-04-26,64.0,Not Specific,63.6,1,1,0,0,1,2.0,Bar,Arabian,3,0,5,4,5,4,9,9.0,4.0,7.0,6,4,0,6,13.270362765229295,noida,India,Tier 1
59000000,"tibetan,greek",-1,Near Party Hub,2010-02-25,87.4,Tier A Celebrity,86.8,1,1,1,1,1,2.0,Bar,Arabian,4,1,3,6,5,7,9,9.0,5.0,4.0,7,5,4,7,15.436002737850787,unknown,Unknown,Other
10000000,"algerian,korean",Chennai,Near Business Hub,2011-07-08,88.0,Not Specific,81.0,0,1,1,1,1,2.0,Bar,Arabian,3,1,8,4,5,4,9,8.0,4.0,4.0,4,3,3,9,14.072553045859001,chennai,India,Tier 1
27500000,"tibetan,greek",Noida,Near Party Hub,2011-07-03,53.8,Tier A Celebrity,59.6,1,1,0,1,1,2.0,Bar,90's,4,0,5,4,5,3,8,9.0,6.0,3.0,8,5,7,6,14.08624229979466,noida,India,Tier 1
6000000,"swedish,greek",Lucknow,Near Business Hub,2010-08-31,84.0,Tier A Celebrity,87.0,0,1,1,1,1,2.0,Bar,Arabian,4,0,2,6,4,4,9,9.0,5.0,6.0,8,7,2,9,14.924024640657084,lucknow,India,Tier 2
19000000,"turkish,nigerian",Chennai,Near Party Hub,2009-10-28,83.0,Not Specific,86.0,1,1,1,1,1,2.0,Bar,Greek,3,1,2,5,5,2,9,7.0,4.0,6.0,8,6,4,9,15.764544832306639,chennai,India,Tier 1
12000000,"british,japanese",Hyderabad,Near Party Hub,2010-10-27,85.0,Not Specific,85.6,0,1,1,1,0,2.0,Gastro Bar,Arabian,4,1,10,6,5,4,6,10.0,5.0,9.0,7,5,2,9,14.767967145790555,hyderabad,India,Tier 1
25000000,"irish,belgian",-1,Near Party Hub,2012-11-16,71.0,Tier A Celebrity,60.0,1,1,1,1,1,2.0,Bar,90's,2,0,2,4,3,5,7,7.0,4.0,0.0,5,2,3,2,12.711841204654347,unknown,Unknown,Other
30000000,"japanese,thai",Chennai,Near Party Hub,2011-04-16,90.3,Not Specific,83.5,1,1,1,1,1,2.0,Bar,Parsi,2,1,4,5,4,3,9,8.0,,6.0,7,5,3,9,14.299794661190965,chennai,India,Tier 1
33000000,"tibetan,greek",Bangalore,Near Party Hub,2008-02-22,70.0,Not Specific,60.0,1,1,0,1,0,2.0,Bar,Arabian,2,0,4,6,4,5,10,8.0,4.0,6.0,3,4,6,7,17.44558521560575,bangalore,India,Tier 1
40000000,"algerian,algerian",-1,Near Party Hub,2011-10-15,,Tier A Celebrity,71.0,1,1,0,1,1,2.0,Bar,Parsi,3,0,9,5,3,5,10,7.0,4.0,6.0,7,6,3,9,13.801505817932922,unknown,Unknown,Other
12000000,"british,japanese",Ahmedabad,Near Party Hub,2008-12-26,75.0,Not Specific,59.6,0,1,1,1,1,2.0,Bar,Greek,2,1,3,5,4,3,10,8.0,3.0,7.0,6,5,2,6,16.602327173169062,ahmedabad,India,Tier 1
33000000,"tibetan,greek",Mumbai,Near Business Hub,2012-03-15,86.0,Not Specific,78.83,1,1,1,1,1,2.0,Bar,90's,2,0,8,4,4,5,5,9.0,5.0,10.0,7,7,1,6,13.385352498288844,mumbai,India,Tier 1
30000000,"indian,irish",Pune,Near Business Hub,2009-11-04,66.0,Not Specific,64.0,1,1,1,1,1,2.0,Bar,Arabian,2,0,4,3,3,3,9,7.0,,9.0,9,8,1,8,15.745379876796715,pune,India,Tier 1
13000000,"swedish,greek",Bangalore,Near Party Hub,2009-04-07,72.0,Not Specific,75.0,1,1,0,1,1,2.0,Gastro Bar,Moonrise,4,1,9,3,2,3,5,,,6.0,7,5,6,7,16.32306639288159,bangalore,India,Tier 1
33500000,"tibetan,italian",Bangalore,Near Business Hub,2008-06-24,90.0,Not Specific,87.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,9,5,4,4,7,7.0,3.0,8.0,8,5,9,6,17.1088295687885,bangalore,India,Tier 1
37000000,"welsh,thai",Noida,Near Business Hub,2007-09-05,79.0,Tier A Celebrity,69.4,0,1,1,0,1,2.0,Caffee,Arabian,2,0,4,4,5,5,7,10.0,4.0,7.0,6,6,4,7,17.911019849418206,noida,India,Tier 1
14500000,"cuban,british",Bangalore,Near Party Hub,2008-09-30,67.6,Not Specific,50.0,1,1,1,1,1,2.0,Bar,90's,2,0,10,4,4,3,6,8.0,4.0,7.0,6,3,3,8,16.840520191649556,bangalore,India,Tier 1
32500000,"tibetan,greek",Kolkata,Near Party Hub,2009-06-04,89.0,Not Specific,94.3,1,1,1,1,1,2.0,Bar,Arabian,3,1,1,7,6,7,5,9.0,5.0,6.0,6,3,2,4,16.164271047227928,kolkata,India,Tier 1
18000000,"turkish,nigerian",-1,Near Party Hub,2007-06-26,79.0,Tier A Celebrity,81.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,8,4,4,5,7,10.0,4.0,4.0,7,1,6,7,18.105407255304584,unknown,Unknown,Other
49500000,"tibetan,greek",-1,Near Party Hub,2007-07-01,85.4,Tier A Celebrity,80.2,0,1,1,1,1,1.0,Bar,Arabian,4,0,5,4,5,5,9,10.0,4.0,8.0,8,5,2,7,18.091718001368925,unknown,Unknown,Other
11500000,"tibetan,greek",Visakhapatnam,Near Business Hub,2008-12-24,69.2,Not Specific,87.4,0,1,1,1,0,2.0,Bar,Greek,3,0,4,4,4,4,6,,2.0,4.0,4,0,3,5,16.607802874743328,visakhapatnam,India,Tier 2
28000000,"tibetan,greek",Hyderabad,Near Party Hub,2010-08-18,89.0,Not Specific,96.0,1,1,1,0,1,2.0,Bar,90's,3,1,5,3,3,4,10,10.0,4.0,7.0,10,6,4,8,14.959616700889802,hyderabad,India,Tier 1
47500000,"turkish,nigerian",chennai,Near Party Hub,2008-01-01,87.8,Not Specific,95.0,1,1,1,1,0,2.0,Bar,Greek,3,0,9,5,4,6,5,7.0,4.0,5.0,3,1,3,2,17.587953456536617,chennai,India,Tier 1
34500000,"turkish,sapnish",Gurgaon,Near Party Hub,2011-03-02,86.1,Tier A Celebrity,74.83,0,1,1,1,1,2.0,Bar,Greek,3,0,6,5,5,6,6,10.0,4.0,4.0,8,4,6,8,14.42299794661191,gurgaon,India,Tier 1
50000000,"chinese,salvadorian",Bangalore,Near Party Hub,2008-01-18,86.8,Tier A Celebrity,78.2,1,1,0,1,1,2.0,Bar,Arabian,3,1,10,6,5,4,7,9.0,5.0,5.0,8,5,5,6,17.541409993155373,bangalore,India,Tier 1
26500000,"japanese,thai",Pune,Near Business Hub,2011-08-02,85.83,Not Specific,86.0,0,1,0,1,1,2.0,Bar,90's,4,0,9,3,4,2,8,6.0,3.0,6.0,4,3,0,4,14.004106776180699,pune,India,Tier 1
40000000,"tibetan,greek",Chennai,Near Party Hub,2008-07-28,82.2,Not Specific,81.33,1,1,0,1,0,2.0,Bar,Greek,5,0,1,4,4,4,10,7.0,5.0,6.0,7,6,3,8,17.01574264202601,chennai,India,Tier 1
18000000,"hawaiian,latvian",Ahmedabad,Near Party Hub,2008-11-04,79.6,Tier A Celebrity,50.4,1,1,1,1,1,2.0,Bar,Arabian,1,0,9,6,5,3,8,9.0,4.0,5.0,6,3,5,4,16.744695414099933,ahmedabad,India,Tier 1
24000000,"algerian,algerian",Hyderabad,Near Party Hub,2011-07-18,71.0,Not Specific,65.4,1,1,1,1,1,2.0,Bar,Greek,2,0,1,6,5,4,8,9.0,3.0,9.0,8,5,1,9,14.04517453798768,hyderabad,India,Tier 1
24000000,"turkish,nigerian",Pune,Near Party Hub,2011-11-09,59.0,Not Specific,55.0,1,1,1,0,1,2.0,Bar,Greek,2,0,10,7,5,4,8,6.0,3.0,10.0,7,7,0,9,13.73305954825462,pune,India,Tier 1
18000000,"turkish,sapnish",Bangalore,Near Business Hub,2010-10-13,86.4,Not Specific,64.0,1,1,1,0,1,2.0,Bar,Greek,1,1,1,6,6,5,6,6.0,,7.0,8,2,4,9,14.806297056810404,bangalore,India,Tier 1
